405,213,473,233,494,222,474,250,505,217,477,157
405,213,473,233,494,222,474,250,505,217,477,237,495,175,429,157
405,213,473,233,494,222,474,250,505,217,469,229,493,221,478,254,509,237,495,175,429,157
405,213,473,233,494,222,474,250,505,217,469,229,493,173,431,159,413,221,478,254,509,237,495,175,429,157
405,213,473,233,494,222,477,157
405,213,473,233,494,222,477,237,495,175,429,157
405,213,473,233,494,222,479,159,413,221,478,158,409,217,477,157
405,213,473,233,494,222,479,159,413,221,478,158,409,217,477,237,495,175,429,157
405,213,473,233,494,222,479,159,413,221,478,254,509,237,489,153,414,238,493,253,505,217,477,157
405,213,473,233,494,222,479,159,413,221,478,254,509,237,495,175,429,157
405,213,473,233,494,222,479,159,413,173,421,229,493,253,505,217,477,157
405,213,473,233,494,222,479,159,413,173,421,229,493,253,505,217,477,237,495,175,429,157
405,213,473,233,494,222,479,159,413,173,421,229,493,221,478,158,409,217,477,157
405,213,473,233,494,222,479,159,413,173,421,229,493,221,478,158,409,217,477,237,495,175,429,157
405,213,473,233,494,222,479,159,413,173,421,229,493,221,478,254,509,237,495,175,429,157
405,213,473,233,494,158,409,217,474,90,350,222,477,157
405,213,473,233,494,158,409,217,474,90,350,222,477,237,495,175,429,157
405,213,473,233,494,158,409,217,474,90,350,222,479,159,413,221,478,254,509,237,495,175,429,157
405,213,473,233,494,158,409,217,474,90,350,222,479,159,413,173,421,229,493,221,478,254,509,237,495,175,429,157
405,213,473,233,494,158,409,217,477,157
405,213,473,233,494,158,409,217,477,237,495,175,429,157
405,213,473,233,494,158,409,217,469,229,493,221,478,254,509,237,489,153,413,93,350,222,477,157
405,213,473,233,494,158,409,217,469,229,493,221,478,254,509,237,495,175,429,157
405,213,473,233,494,158,409,217,469,229,493,173,431,159,413,93,350,222,477,157
405,213,473,233,494,158,409,217,469,229,493,173,431,159,413,93,350,222,477,237,495,175,429,157
405,213,473,233,494,158,409,217,469,229,493,173,431,159,413,221,478,254,509,237,495,175,429,157
405,213,473,89,346,218,478,158,409,217,474,90,350,222,477,157
405,213,473,89,346,218,478,158,409,217,474,90,350,222,477,237,495,175,429,157
405,213,473,89,346,218,478,158,409,217,477,157
